Series,Length,Method,Size,Cmpr,Date    Time,CRC-32,Name
mmwr,76676,Defl:X,19000,75%,2025-01-07 18:00,c6c4673e,mmwr/ind2023_su.html
mmwr,81449,Defl:X,19951,76%,2025-01-07 18:00,a6710c7b,mmwr/ind2024_su.html
mmwr,166129,Defl:X,35347,79%,2025-01-07 18:00,7b6b261e,mmwr/index2023.html
mmwr,147733,Defl:X,32813,78%,2025-01-07 18:00,df1fe2d2,mmwr/index2024.html
mmwr,77094,Defl:X,19187,75%,2025-01-07 18:00,cfd3a047,mmwr/indrr_2023.html
mmwr,76941,Defl:X,19165,75%,2025-01-07 18:00,38dabbbd,mmwr/indrr_2024.html
mmwr,77925,Defl:X,19547,75%,2025-01-07 18:00,0f963b6b,mmwr/indss_2023.html
mmwr,77885,Defl:X,19449,75%,2025-01-07 18:00,fc48f33b,mmwr/indss_2024.html
mmwr,76944,Defl:X,18909,75%,2025-01-07 18:00,84f13ca4,mmwr/mmwr_rr/rr_pvol.html
mmwr,77375,Defl:X,19044,75%,2025-01-07 18:00,913fca6f,mmwr/mmwr_ss/ss_pvol.html
mmwr,75762,Defl:X,18700,75%,2025-01-07 18:00,b11894d9,mmwr/mmwr_su/index.html
mmwr,77512,Defl:X,19020,76%,2025-01-07 18:00,ad357a2d,mmwr/mmwr_wk/wk_pvol.html
mmwr,392478,Defl:X,84233,79%,2025-01-07 18:00,6115e82d,mmwr/volumes/73/rr/rr7301a1.htm
mmwr,144865,Defl:X,36529,75%,2025-01-07 18:00,7b320fd0,mmwr/volumes/73/rr/rr7302a1.htm
mmwr,677279,Defl:X,118850,83%,2025-01-07 18:00,6065ed53,mmwr/volumes/73/rr/rr7303a1.htm
mmwr,159758,Defl:X,40011,75%,2025-01-07 18:00,b4ccc72d,mmwr/volumes/73/rr/rr7304a1.htm
mmwr,300162,Defl:X,63965,79%,2025-01-07 18:00,3cc5e45d,mmwr/volumes/73/rr/rr7305a1.htm
mmwr,321445,Defl:X,78958,75%,2025-01-07 18:00,befd3aed,mmwr/volumes/73/rr/rr7306a1.htm
mmwr,314314,Defl:X,44889,86%,2025-01-07 18:00,6b64027a,mmwr/volumes/73/ss/ss7301a1.htm
mmwr,178708,Defl:X,40781,77%,2025-01-07 18:00,bbd4fe38,mmwr/volumes/73/ss/ss7302a1.htm
mmwr,330135,Defl:X,64851,80%,2025-01-07 18:00,7019bfda,mmwr/volumes/73/ss/ss7303a1.htm
mmwr,269040,Defl:X,43206,84%,2025-01-07 18:00,e8df1dab,mmwr/volumes/73/ss/ss7304a1.htm
mmwr,448125,Defl:X,90221,80%,2025-01-07 18:00,88ab98ac,mmwr/volumes/73/ss/ss7305a1.htm
mmwr,244465,Defl:X,51939,79%,2025-01-07 18:00,44d6670c,mmwr/volumes/73/ss/ss7306a1.htm
mmwr,448561,Defl:X,69252,85%,2025-01-07 18:00,2c5019c1,mmwr/volumes/73/ss/ss7307a1.htm
mmwr,210308,Defl:X,39909,81%,2025-01-07 18:00,aa13800e,mmwr/volumes/73/ss/ss7308a1.htm
mmwr,240495,Defl:X,52775,78%,2025-01-07 18:00,4bd4a8b2,mmwr/volumes/73/ss/ss7309a1.htm
mmwr,151420,Defl:X,36863,76%,2025-01-07 18:00,fe2d5f69,mmwr/volumes/73/su/su7301a1.htm
mmwr,209083,Defl:X,40571,81%,2025-01-07 18:00,5301f8e0,mmwr/volumes/73/su/su7301a2.htm
mmwr,218555,Defl:X,44641,80%,2025-01-07 18:00,a0fc0f20,mmwr/volumes/73/su/su7301a3.htm
mmwr,138320,Defl:X,32892,76%,2025-01-07 18:00,804bb6ca,mmwr/volumes/73/su/su7301a4.htm
mmwr,192794,Defl:X,42516,78%,2025-01-07 18:00,0f8865fb,mmwr/volumes/73/su/su7301a5.htm
mmwr,182812,Defl:X,40425,78%,2025-01-07 18:00,03edfb6f,mmwr/volumes/73/su/su7301a6.htm
mmwr,183307,Defl:X,40810,78%,2025-01-07 18:00,66f3d142,mmwr/volumes/73/su/su7301a7.htm
mmwr,146919,Defl:X,35087,76%,2025-01-07 18:00,611f4aa2,mmwr/volumes/73/su/su7302a1.htm
mmwr,145950,Defl:X,36717,75%,2025-01-07 18:00,80bb7cf1,mmwr/volumes/73/su/su7302a2.htm
mmwr,155915,Defl:X,39708,75%,2025-01-07 18:00,3a1f3418,mmwr/volumes/73/su/su7302a3.htm
mmwr,184824,Defl:X,44636,76%,2025-01-07 18:00,4fb98e07,mmwr/volumes/73/su/su7303a1.htm
mmwr,159409,Defl:X,40683,75%,2025-01-07 18:00,19a5bb97,mmwr/volumes/73/su/su7304a1.htm
mmwr,140741,Defl:X,34852,75%,2025-01-07 18:00,7d28ac5f,mmwr/volumes/73/su/su7304a10.htm
mmwr,188146,Defl:X,38984,79%,2025-01-07 18:00,532e206d,mmwr/volumes/73/su/su7304a11.htm
mmwr,160837,Defl:X,36792,77%,2025-01-07 18:00,06a9994b,mmwr/volumes/73/su/su7304a2.htm
mmwr,165121,Defl:X,37276,77%,2025-01-07 18:00,81c68314,mmwr/volumes/73/su/su7304a3.htm
mmwr,167491,Defl:X,37692,78%,2025-01-07 18:00,64acd66d,mmwr/volumes/73/su/su7304a4.htm
mmwr,194958,Defl:X,42206,78%,2025-01-07 18:00,7fc5658c,mmwr/volumes/73/su/su7304a5.htm
mmwr,162134,Defl:X,37923,77%,2025-01-07 18:00,d4783eb9,mmwr/volumes/73/su/su7304a6.htm
mmwr,169269,Defl:X,38329,77%,2025-01-07 18:00,2bc60f90,mmwr/volumes/73/su/su7304a7.htm
mmwr,185657,Defl:X,40466,78%,2025-01-07 18:00,483be11a,mmwr/volumes/73/su/su7304a8.htm
mmwr,145967,Defl:X,35848,75%,2025-01-07 18:00,776b61c0,mmwr/volumes/73/su/su7304a9.htm
mmwr,125631,Defl:X,30457,76%,2025-01-07 18:00,a8ac8140,mmwr/volumes/73/wr/mm7301a1.htm
mmwr,117727,Defl:X,29565,75%,2025-01-07 18:00,5969e0c9,mmwr/volumes/73/wr/mm7301a2.htm
mmwr,114572,Defl:X,29141,75%,2025-01-07 18:00,230b58a8,mmwr/volumes/73/wr/mm7301a3.htm
mmwr,173574,Defl:X,38313,78%,2025-01-07 18:00,8d1ab159,mmwr/volumes/73/wr/mm7301a4.htm
mmwr,81366,Defl:X,20569,75%,2025-01-07 18:00,f0d21aa7,mmwr/volumes/73/wr/mm7301a5.htm
mmwr,86631,Defl:X,22161,74%,2025-01-07 18:00,ab791bc1,mmwr/volumes/73/wr/mm7301a6.htm
mmwr,113088,Defl:X,28771,75%,2025-01-07 18:00,9a55d359,mmwr/volumes/73/wr/mm7302a1.htm
mmwr,113734,Defl:X,29711,74%,2025-01-07 18:00,79bf9987,mmwr/volumes/73/wr/mm7302a2.htm
mmwr,142840,Defl:X,33054,77%,2025-01-07 18:00,c6275622,mmwr/volumes/73/wr/mm7302a3.htm
mmwr,120206,Defl:X,30486,75%,2025-01-07 18:00,67c1eb56,mmwr/volumes/73/wr/mm7302a4.htm
mmwr,85205,Defl:X,21934,74%,2025-01-07 18:00,ab2f2918,mmwr/volumes/73/wr/mm7302a5.htm
mmwr,137858,Defl:X,32665,76%,2025-01-07 18:00,0647604c,mmwr/volumes/73/wr/mm7303a1.htm
mmwr,132997,Defl:X,33192,75%,2025-01-07 18:00,3ef84341,mmwr/volumes/73/wr/mm7303a2.htm
mmwr,117091,Defl:X,29232,75%,2025-01-07 18:00,7b0cafdd,mmwr/volumes/73/wr/mm7303a3.htm
mmwr,103412,Defl:X,26301,75%,2025-01-07 18:00,5240848a,mmwr/volumes/73/wr/mm7303a4.htm
mmwr,85844,Defl:X,21918,75%,2025-01-07 18:00,5e71c20b,mmwr/volumes/73/wr/mm7303a5.htm
mmwr,141848,Defl:X,31434,78%,2025-01-07 18:00,53dfc4ba,mmwr/volumes/73/wr/mm7304a1.htm
mmwr,157579,Defl:X,36445,77%,2025-01-07 18:00,2655e891,mmwr/volumes/73/wr/mm7304a2.htm
mmwr,96330,Defl:X,24851,74%,2025-01-07 18:00,e8d19c82,mmwr/volumes/73/wr/mm7304a3.htm
mmwr,99823,Defl:X,26766,73%,2025-01-07 18:00,f2b69dc8,mmwr/volumes/73/wr/mm7304a4_ensp.htm
mmwr,99043,Defl:X,26433,73%,2025-01-07 18:00,54dfb37d,mmwr/volumes/73/wr/mm7304a4.htm
mmwr,101532,Defl:X,25974,74%,2025-01-07 18:00,9a761b7a,mmwr/volumes/73/wr/mm7304a5.htm
mmwr,85016,Defl:X,21654,75%,2025-01-07 18:00,ecb35d41,mmwr/volumes/73/wr/mm7304a6.htm
mmwr,133183,Defl:X,31740,76%,2025-01-07 18:00,1c095a43,mmwr/volumes/73/wr/mm7305a1.htm
mmwr,114513,Defl:X,28893,75%,2025-01-07 18:00,3f32da12,mmwr/volumes/73/wr/mm7305a2.htm
mmwr,134297,Defl:X,32378,76%,2025-01-07 18:00,f13a060e,mmwr/volumes/73/wr/mm7305a3.htm
mmwr,113761,Defl:X,28968,75%,2025-01-07 18:00,cb62cfb7,mmwr/volumes/73/wr/mm7305a4.htm
mmwr,94589,Defl:X,24855,74%,2025-01-07 18:00,4e72dbfc,mmwr/volumes/73/wr/mm7305a5.htm
mmwr,86346,Defl:X,21987,75%,2025-01-07 18:00,a48b4c7b,mmwr/volumes/73/wr/mm7305a6.htm
mmwr,132223,Defl:X,30558,77%,2025-01-07 18:00,ae484287,mmwr/volumes/73/wr/mm7306a1.htm
mmwr,128523,Defl:X,31562,75%,2025-01-07 18:00,31ac9c59,mmwr/volumes/73/wr/mm7306a2.htm
mmwr,107660,Defl:X,27609,74%,2025-01-07 18:00,c2b04771,mmwr/volumes/73/wr/mm7306a3.htm
mmwr,94687,Defl:X,24685,74%,2025-01-07 18:00,672133b4,mmwr/volumes/73/wr/mm7306a4.htm
mmwr,85816,Defl:X,21818,75%,2025-01-07 18:00,6f68558c,mmwr/volumes/73/wr/mm7306a5.htm
mmwr,134843,Defl:X,31223,77%,2025-01-07 18:00,bb9d5a5b,mmwr/volumes/73/wr/mm7307a1.htm
mmwr,114138,Defl:X,29485,74%,2025-01-07 18:00,7335bb02,mmwr/volumes/73/wr/mm7307a2.htm
mmwr,101679,Defl:X,26611,74%,2025-01-07 18:00,e3dd54b8,mmwr/volumes/73/wr/mm7307a3.htm
mmwr,86179,Defl:X,22088,74%,2025-01-07 18:00,af128ba5,mmwr/volumes/73/wr/mm7307a4.htm
mmwr,150427,Defl:X,32752,78%,2025-01-07 18:00,184ca70d,mmwr/volumes/73/wr/mm7308a1.htm
mmwr,129378,Defl:X,30839,76%,2025-01-07 18:00,9a1c79c9,mmwr/volumes/73/wr/mm7308a2.htm
mmwr,146988,Defl:X,34971,76%,2025-01-07 18:00,9d93de74,mmwr/volumes/73/wr/mm7308a3.htm
mmwr,126700,Defl:X,30392,76%,2025-01-07 18:00,64b4edf1,mmwr/volumes/73/wr/mm7308a4.htm
mmwr,182589,Defl:X,41325,77%,2025-01-07 18:00,1d202cfc,mmwr/volumes/73/wr/mm7308a5.htm
mmwr,85438,Defl:X,21757,75%,2025-01-07 18:00,ba437753,mmwr/volumes/73/wr/mm7308a6.htm
mmwr,163123,Defl:X,34675,79%,2025-01-07 18:00,85185f85,mmwr/volumes/73/wr/mm7309a1.htm
mmwr,118418,Defl:X,29143,75%,2025-01-07 18:00,348afd60,mmwr/volumes/73/wr/mm7309a2.htm
mmwr,129623,Defl:X,31380,76%,2025-01-07 18:00,221097fd,mmwr/volumes/73/wr/mm7309a3.htm
mmwr,136980,Defl:X,33010,76%,2025-01-07 18:00,0d7f8799,mmwr/volumes/73/wr/mm7309a4.htm
mmwr,107871,Defl:X,26805,75%,2025-01-07 18:00,221db20b,mmwr/volumes/73/wr/mm7309a5.htm
mmwr,121719,Defl:X,31423,74%,2025-01-07 18:00,338aaa11,mmwr/volumes/73/wr/mm7310a1.htm
mmwr,116653,Defl:X,29709,75%,2025-01-07 18:00,c98773e7,mmwr/volumes/73/wr/mm7310a2.htm
mmwr,101903,Defl:X,26707,74%,2025-01-07 18:00,a0954624,mmwr/volumes/73/wr/mm7310a3.htm
mmwr,81931,Defl:X,20854,75%,2025-01-07 18:00,aee26b50,mmwr/volumes/73/wr/mm7310a4.htm
mmwr,121090,Defl:X,30055,75%,2025-01-07 18:00,910db693,mmwr/volumes/73/wr/mm7311a1.htm
mmwr,142439,Defl:X,33246,77%,2025-01-07 18:00,c2846651,mmwr/volumes/73/wr/mm7311a2.htm
mmwr,96305,Defl:X,25076,74%,2025-01-07 18:00,aea8061f,mmwr/volumes/73/wr/mm7311a3.htm
mmwr,137363,Defl:X,33271,76%,2025-01-07 18:00,a09a1e28,mmwr/volumes/73/wr/mm7312a1.htm
mmwr,126720,Defl:X,30614,76%,2025-01-07 18:00,1e61dfbb,mmwr/volumes/73/wr/mm7312a2.htm
mmwr,116554,Defl:X,30090,74%,2025-01-07 18:00,de1bfe16,mmwr/volumes/73/wr/mm7312a3.htm
mmwr,139646,Defl:X,31103,78%,2025-01-07 18:00,25be19c7,mmwr/volumes/73/wr/mm7312a4.htm
mmwr,139271,Defl:X,33500,76%,2025-01-07 18:00,349d11af,mmwr/volumes/73/wr/mm7312a5.htm
mmwr,154754,Defl:X,33725,78%,2025-01-07 18:00,37eaf571,mmwr/volumes/73/wr/mm7313a1.htm
mmwr,120570,Defl:X,30566,75%,2025-01-07 18:00,1b311f55,mmwr/volumes/73/wr/mm7313a2.htm
mmwr,82243,Defl:X,20844,75%,2025-01-07 18:00,0e72b2b4,mmwr/volumes/73/wr/mm7313a3.htm
mmwr,80862,Defl:X,20568,75%,2025-01-07 18:00,478f328f,mmwr/volumes/73/wr/mm7313a4.htm
mmwr,83614,Defl:X,21313,75%,2025-01-07 18:00,64e21d34,mmwr/volumes/73/wr/mm7313a5.htm
mmwr,130880,Defl:X,31660,76%,2025-01-07 18:00,755f9146,mmwr/volumes/73/wr/mm7314a1.htm
mmwr,204406,Defl:X,32892,84%,2025-01-07 18:00,67493f47,mmwr/volumes/73/wr/mm7314a2.htm
mmwr,129398,Defl:X,30628,76%,2025-01-07 18:00,1f04a1b0,mmwr/volumes/73/wr/mm7314a3.htm
mmwr,117273,Defl:X,29528,75%,2025-01-07 18:00,d65f9cdd,mmwr/volumes/73/wr/mm7314a4.htm
mmwr,109815,Defl:X,27746,75%,2025-01-07 18:00,18c6f278,mmwr/volumes/73/wr/mm7314a5.htm
mmwr,94570,Defl:X,24464,74%,2025-01-07 18:00,88803a85,mmwr/volumes/73/wr/mm7314a6.htm
mmwr,146034,Defl:X,32306,78%,2025-01-07 18:00,8075e3ac,mmwr/volumes/73/wr/mm7315a1.htm
mmwr,164202,Defl:X,38725,76%,2025-01-07 18:00,ef8656e7,mmwr/volumes/73/wr/mm7315a2.htm
mmwr,130105,Defl:X,30285,77%,2025-01-07 18:00,06ce5cf7,mmwr/volumes/73/wr/mm7315a3.htm
mmwr,122923,Defl:X,30576,75%,2025-01-07 18:00,d26fda6a,mmwr/volumes/73/wr/mm7315a4.htm
mmwr,85344,Defl:X,21840,74%,2025-01-07 18:00,ad176f2b,mmwr/volumes/73/wr/mm7315a5.htm
mmwr,149369,Defl:X,35013,77%,2025-01-07 18:00,756f1947,mmwr/volumes/73/wr/mm7315e1.htm
mmwr,119707,Defl:X,29715,75%,2025-01-07 18:00,09742ce1,mmwr/volumes/73/wr/mm7316a1.htm
mmwr,131971,Defl:X,33516,75%,2025-01-07 18:00,05478d8e,mmwr/volumes/73/wr/mm7316a2.htm
mmwr,117000,Defl:X,29739,75%,2025-01-07 18:00,3a02d77e,mmwr/volumes/73/wr/mm7316a3.htm
mmwr,120364,Defl:X,30124,75%,2025-01-07 18:00,a55b609c,mmwr/volumes/73/wr/mm7316a4.htm
mmwr,96573,Defl:X,25248,74%,2025-01-07 18:00,a89b3d3d,mmwr/volumes/73/wr/mm7316a5.htm
mmwr,85054,Defl:X,21801,74%,2025-01-07 18:00,913db585,mmwr/volumes/73/wr/mm7316a6.htm
mmwr,125934,Defl:X,30923,75%,2025-01-07 18:00,ced20c95,mmwr/volumes/73/wr/mm7317a1.htm
mmwr,153337,Defl:X,34775,77%,2025-01-07 18:00,6df202ff,mmwr/volumes/73/wr/mm7317a2.htm
mmwr,154779,Defl:X,34171,78%,2025-01-07 18:00,2acc09b3,mmwr/volumes/73/wr/mm7317a3.htm
mmwr,106013,Defl:X,27367,74%,2025-01-07 18:00,479995a8,mmwr/volumes/73/wr/mm7317a4.htm
mmwr,81544,Defl:X,20855,74%,2025-01-07 18:00,5aadc8f5,mmwr/volumes/73/wr/mm7317a5.htm
mmwr,84551,Defl:X,21597,75%,2025-01-07 18:00,545a9816,mmwr/volumes/73/wr/mm7317a6.htm
mmwr,124708,Defl:X,30454,76%,2025-01-07 18:00,dd7660d8,mmwr/volumes/73/wr/mm7318a1.htm
mmwr,111810,Defl:X,27371,76%,2025-01-07 18:00,9515223c,mmwr/volumes/73/wr/mm7318a2.htm
mmwr,102850,Defl:X,26687,74%,2025-01-07 18:00,8c7c498b,mmwr/volumes/73/wr/mm7318a3.htm
mmwr,119435,Defl:X,31712,73%,2025-01-07 18:00,b8408922,mmwr/volumes/73/wr/mm7319a1.htm
mmwr,120743,Defl:X,30105,75%,2025-01-07 18:00,f5cc7bfc,mmwr/volumes/73/wr/mm7319a2.htm
mmwr,120869,Defl:X,30926,74%,2025-01-07 18:00,f90fb358,mmwr/volumes/73/wr/mm7319a3.htm
mmwr,142161,Defl:X,32085,77%,2025-01-07 18:00,2defed8e,mmwr/volumes/73/wr/mm7319a4.htm
mmwr,85086,Defl:X,21694,75%,2025-01-07 18:00,e6792953,mmwr/volumes/73/wr/mm7319a5.htm
mmwr,144534,Defl:X,32474,78%,2025-01-07 18:00,7f650b88,mmwr/volumes/73/wr/mm7320a1.htm
mmwr,115160,Defl:X,29306,75%,2025-01-07 18:00,19cb62ab,mmwr/volumes/73/wr/mm7320a2.htm
mmwr,145738,Defl:X,33936,77%,2025-01-07 18:00,d458218f,mmwr/volumes/73/wr/mm7320a3.htm
mmwr,96018,Defl:X,25442,74%,2025-01-07 18:00,977803f9,mmwr/volumes/73/wr/mm7320a4.htm
mmwr,160453,Defl:X,36883,77%,2025-01-07 18:00,4a9559c4,mmwr/volumes/73/wr/mm7320e1.htm
mmwr,117242,Defl:X,29618,75%,2025-01-07 18:00,a155a7de,mmwr/volumes/73/wr/mm7321a1.htm
mmwr,133820,Defl:X,30307,77%,2025-01-07 18:00,6451b012,mmwr/volumes/73/wr/mm7321a2.htm
mmwr,148151,Defl:X,35181,76%,2025-01-07 18:00,465e815e,mmwr/volumes/73/wr/mm7321a3.htm
mmwr,145583,Defl:X,33521,77%,2025-01-07 18:00,61bdc8db,mmwr/volumes/73/wr/mm7321a4.htm
mmwr,123407,Defl:X,32324,74%,2025-01-07 18:00,8562e1dd,mmwr/volumes/73/wr/mm7321e1.htm
mmwr,139257,Defl:X,34571,75%,2025-01-07 18:00,19fe80d7,mmwr/volumes/73/wr/mm7322a1.htm
mmwr,112552,Defl:X,28796,74%,2025-01-07 18:00,302c5777,mmwr/volumes/73/wr/mm7322a2.htm
mmwr,86154,Defl:X,21926,75%,2025-01-07 18:00,ede2d7cf,mmwr/volumes/73/wr/mm7322a3.htm
mmwr,104521,Defl:X,27382,74%,2025-01-07 18:00,b098939e,mmwr/volumes/73/wr/mm7322e1.htm
mmwr,145169,Defl:X,33307,77%,2025-01-07 18:00,d7302513,mmwr/volumes/73/wr/mm7323a1.htm
mmwr,117404,Defl:X,30102,74%,2025-01-07 18:00,0a732476,mmwr/volumes/73/wr/mm7323a2.htm
mmwr,96704,Defl:X,25239,74%,2025-01-07 18:00,62bff87d,mmwr/volumes/73/wr/mm7323a3.htm
mmwr,97588,Defl:X,25524,74%,2025-01-07 18:00,2dae2e9a,mmwr/volumes/73/wr/mm7323a4.htm
mmwr,143133,Defl:X,33711,76%,2025-01-07 18:00,5371166d,mmwr/volumes/73/wr/mm7324a1.htm
mmwr,115271,Defl:X,29572,74%,2025-01-07 18:00,1c070e8b,mmwr/volumes/73/wr/mm7324a2.htm
mmwr,144813,Defl:X,33860,77%,2025-01-07 18:00,7aeaf4b4,mmwr/volumes/73/wr/mm7324a3.htm
mmwr,161972,Defl:X,37210,77%,2025-01-07 18:00,dd961b5d,mmwr/volumes/73/wr/mm7324a4.htm
mmwr,85559,Defl:X,21908,74%,2025-01-07 18:00,92d76077,mmwr/volumes/73/wr/mm7324a5.htm
mmwr,154304,Defl:X,36577,76%,2025-01-07 18:00,556b4d49,mmwr/volumes/73/wr/mm7325a1.htm
mmwr,124539,Defl:X,31706,75%,2025-01-07 18:00,7d3dbb22,mmwr/volumes/73/wr/mm7325a2.htm
mmwr,95152,Defl:X,24903,74%,2025-01-07 18:00,953cedd0,mmwr/volumes/73/wr/mm7325a3.htm
mmwr,208137,Defl:X,42899,79%,2025-01-07 18:00,66c413c5,mmwr/volumes/73/wr/mm7326a1.htm
mmwr,136187,Defl:X,33123,76%,2025-01-07 18:00,4c304b94,mmwr/volumes/73/wr/mm7326a2.htm
mmwr,83982,Defl:X,21479,74%,2025-01-07 18:00,395bc8ed,mmwr/volumes/73/wr/mm7326a3.htm
mmwr,111028,Defl:X,29023,74%,2025-01-07 18:00,f1c26588,mmwr/volumes/73/wr/mm7327a1.htm
mmwr,102780,Defl:X,26037,75%,2025-01-07 18:00,993053d5,mmwr/volumes/73/wr/mm7327a2.htm
mmwr,108612,Defl:X,27515,75%,2025-01-07 18:00,80580c3e,mmwr/volumes/73/wr/mm7327a3.htm
mmwr,83383,Defl:X,21315,74%,2025-01-07 18:00,bd3052ac,mmwr/volumes/73/wr/mm7327a4.htm
mmwr,169922,Defl:X,35407,79%,2025-01-07 18:00,24727355,mmwr/volumes/73/wr/mm7328a1.htm
mmwr,121801,Defl:X,30593,75%,2025-01-07 18:00,7caa321c,mmwr/volumes/73/wr/mm7328a2.htm
mmwr,104298,Defl:X,26874,74%,2025-01-07 18:00,babe3ec3,mmwr/volumes/73/wr/mm7328a3.htm
mmwr,85279,Defl:X,21874,74%,2025-01-07 18:00,2db4469b,mmwr/volumes/73/wr/mm7328a4.htm
mmwr,168407,Defl:X,37030,78%,2025-01-07 18:00,3b22d475,mmwr/volumes/73/wr/mm7329a1.htm
mmwr,135730,Defl:X,32601,76%,2025-01-07 18:00,39f60be4,mmwr/volumes/73/wr/mm7329a2.htm
mmwr,203659,Defl:X,38320,81%,2025-01-07 18:00,bf42f6c7,mmwr/volumes/73/wr/mm7329a3.htm
mmwr,102067,Defl:X,26540,74%,2025-01-07 18:00,30eb9af4,mmwr/volumes/73/wr/mm7329a4.htm
mmwr,129590,Defl:X,31780,76%,2025-01-07 18:00,18b66220,mmwr/volumes/73/wr/mm7330a1.htm
mmwr,110390,Defl:X,28385,74%,2025-01-07 18:00,c81ca854,mmwr/volumes/73/wr/mm7330a2.htm
mmwr,106384,Defl:X,27473,74%,2025-01-07 18:00,5a69c15d,mmwr/volumes/73/wr/mm7330a3.htm
mmwr,84954,Defl:X,21781,74%,2025-01-07 18:00,c2ad2cc7,mmwr/volumes/73/wr/mm7330a4.htm
mmwr,118269,Defl:X,28342,76%,2025-01-07 18:00,66ac1f8a,mmwr/volumes/73/wr/mm7331a1.htm
mmwr,122829,Defl:X,30812,75%,2025-01-07 18:00,910e3259,mmwr/volumes/73/wr/mm7331a2.htm
mmwr,103460,Defl:X,26705,74%,2025-01-07 18:00,36485b01,mmwr/volumes/73/wr/mm7331a3.htm
mmwr,81876,Defl:X,20837,75%,2025-01-07 18:00,ff0227fa,mmwr/volumes/73/wr/mm7331a4.htm
mmwr,115544,Defl:X,29844,74%,2025-01-07 18:00,1b698d51,mmwr/volumes/73/wr/mm7332a1.htm
mmwr,104573,Defl:X,26295,75%,2025-01-07 18:00,d02f1ee1,mmwr/volumes/73/wr/mm7332a2.htm
mmwr,104065,Defl:X,25639,75%,2025-01-07 18:00,082926eb,mmwr/volumes/73/wr/mm7332a3.htm
mmwr,84512,Defl:X,21700,74%,2025-01-07 18:00,82967e92,mmwr/volumes/73/wr/mm7332a4.htm
